"Title","DOI","Authors","Abstract","Year","Keywords","Type","database","Discard","reason","tag"
"Seascape genomics reveals fine-scale patterns of dispersal for a reef fish along the ecologically divergent coast of Northwestern Australia","10.1111/mec.14352","DiBattista, JD; Travers, MJ; Moore, GI; Evans, RD; Newman, SJ; Feng, M; Moyle, SD; Gorton, RJ; Saunders, T; Berry, O","Understanding the drivers of dispersal among populations is a central topic in marine ecology and fundamental for spatially explicit management of marine resources. The extensive coast of Northwestern Australia provides an emerging frontier for implementing new genomic tools to comparatively identify patterns of dispersal across diverse and extreme environmental conditions. Here, we focused on the stripey snapper (Lutjanus carponotatus), which is important to recreational, charter-based and customary fishers throughout the Indo-West Pacific. We collected 1,016 L.carponotatus samples at 51 locations in the coastal waters of Northwestern Australia ranging from the Northern Territory to Shark Bay and adopted a genotype-by-sequencing approach to test whether realized connectivity (via larval dispersal) was related to extreme gradients in coastal hydrodynamics. Hydrodynamic simulations using CONNIE and a more detailed treatment in the Kimberley Bioregion provided null models for comparison. Based on 4,402 polymorphic single nucleotide polymorphism loci shared across all individuals, we demonstrated significant genetic subdivision between the Shark Bay Bioregion in the south and all locations within the remaining, more northern bioregions. More importantly, we identified a zone of admixture spanning a distance of 180km at the border of the Kimberley and Canning bioregions, including the Buccaneer Archipelago and adjacent waters, which collectively experiences the largest tropical tidal range and some of the fastest tidal currents in the world. Further testing of the generality of this admixture zone in other shallow water species across broader geographic ranges will be critical for our understanding of the population dynamics and genetic structure of marine taxa in our tropical oceans.",2017,"biodiversity; coral reef; dartseq; environmental gradients; kimberley; marine","Article","ISI","no","NA","NA"
"From seascape ecology to population genomics and back. Spatial and ecological differentiation among cryptic species of the red algae Lithophyllum stictiforme/L. cabiochiae, main bioconstructors of coralligenous habitats","10.1016/j.ympev.2019.04.005","De Jode, A; David, R; Haguenauer, A; Cahill, AE; Erga, Z; Guillemain, D; Sartoretto, S; Rocher, C; Selva, M; Le Gall, L; Feral, JP; Chenuil, A","Ecosystem engineering species alter the physical structure of their environment and can create or modify habitats, having a massive impact on local biodiversity. Coralligenous reefs are highly diverse habitats endemic to the Mediterranean Sea built by calcareous benthic organisms among which Crustose Coralline Algae are the main engineering species. We analyzed the diversity of Lithophyllum stictiforme or L. cabiochiae in coralligenous habitats combining a multiple barcode and a population genomics approach with seascape features. Population genomics allowed disentangling pure spatial effects from environmental effects. We found that these taxa form a complex of eight highly divergent cryptic species that are easily identifiable using classic barcode markers (psbA, LSU, COI). Three factors have a significant effect on the relative abundances of these cryptic species: the location along the French Mediterranean coast, depth and Photosynthetic Active Radiation (PAR). The analysis of around 5000 SNPs for the most abundant species revealed genetic differentiation among localities in the Bay of Marseille but no differentiation between depths within locality. Thus, the effect of depth and PAR on cryptic species communities is not a consequence of restricted connectivity but rather due to differential settlement or survival among cryptic species. This differential is more likely driven by irradiance levels rather than by pressure or temperature. Both the genetic and species diversity patterns are congruent with the main patterns of currents in the Bay. Ecological differentiation among these engineering cryptic species, sensitive to ocean warming and acidification, could have important consequences on the diversity and structure of the coralligenous communities.",2019,"engineering species; cryptic species; ecological niche; coralligenous habitats; ecological differentiation; crustose coralline algae","Article","ISI","no","NA","NA"
"A Few Stickleback Suffice for the Transport of Alleles to New Lakes","10.1534/g3.119.400564","Galloway, J; Cresko, WA; Ralph, P","Threespine stickleback populations provide a striking example of local adaptation to divergent habitats in populations that are connected by recurrent gene flow. These small fish occur in marine and freshwater habitats throughout the Northern Hemisphere, and in numerous cases the smaller freshwater populations have been established de novo from marine colonists. Independently evolved freshwater populations exhibit similar phenotypes that have been shown to derive largely from the same standing genetic variants. Geographic isolation prevents direct migration between the freshwater populations, strongly suggesting that these shared locally adaptive alleles are transported through the marine population. However it is still largely unknown how gene flow, recombination, and selection jointly impact the standing variation that might fuel this adaptation. Here we use individual-based, spatially explicit simulations to determine the levels of gene flow that best match observed patterns of allele sharing among habitats in stickleback. We aim to better understand how gene flow and local adaptation in large metapopulations determine the speed of adaptation and re-use of standing genetic variation. In our simulations we find that repeated adaptation uses a shared set of alleles that are maintained at low frequency by migration-selection balance in oceanic populations. This process occurs over a realistic range of intermediate levels of gene flow that match previous empirical population genomic studies in stickleback. Examining these simulations more deeply reveals how lower levels of gene flow leads to slow, independent adaptation to different habitats, whereas higher levels of gene flow leads to significant mutation load - but an increased probability of successful population genomic scans for locally adapted alleles. Surprisingly, we find that the genealogical origins of most freshwater adapted alleles can be traced back to the original generation of marine individuals that colonized the lakes, as opposed to subsequent migrants. These simulations provide deeper context for existing studies of stickleback evolutionary genomics, and guidance for future empirical studies in this model. More broadly, our results support existing theory of local adaptation but extend it by more completely documenting the genealogical history of adaptive alleles in a metapopulation.",2020,"local adaptation; threespine stickleback; genomic simulation","Article","ISI","no","NA","NA"
"Reefscape Genomics: Leveraging Advances in 3D Imaging to Assess Fine-Scale Patterns of Genomic Variation on Coral Reefs","10.3389/fmars.2021.638979","Bongaerts, P; Dube, CE; Prata, KE; Gijsbers, JC; Achlatis, M; Hernandez-Agreda, A","Coral reefs across the world are undergoing rapid deterioration, and understanding the ecological and evolutionary processes that govern these ecosystems is critical to our ability to protect them. Molecular ecological studies have been instrumental in advancing such understanding, and while initially focused primarily on broad-scale patterns, they have gradually uncovered the prevalence of local genetic structuring. Genomewide sequencing approaches have provided new opportunities to understand both neutral and adaptive contributions to this largely unexplained diversity, but fine-scale assessments have been hampered by challenges associated with aquatic environments, in terms of (geo)referencing, seafloor characterization, and in situ phenotyping. Here, we discuss the potential of reefscape genomics, leveraging recent advances in underwater imaging to enable spatially explicit genomic studies on coral reefs. More specifically, we consider how (close-range) photogrammetry approaches enable (1) fine scale spatial mapping of benthic target organisms, (2) repeatable characterization of the abiotic and biotic reefscape, and (3) simultaneous in situ mass-phenotyping. The spatially explicit consideration of genomic data -combined with detailed environmental and phenotypic characterization- opens up the opportunity for fine-scale landscape genomic approaches on coral reefs (and other marine ecosystems). Such approaches enable assessment of the spatio-temporal drivers and adaptive potential of the extensive genetic structuring and cryptic diversity encountered in benthic invertebrates, such as reef-building corals. Considering the threats that coral reefs are facing worldwide, we believe that reefscape genomics represents a promising advancement of our molecular ecological toolkit to help inform how we can most effectively conserve and restore coral reef ecosystems into the future.",2021,"reefscape genomics; seascape genomics; coral reefs; photogrammetry; structure from motion; landscape genomics","Article","ISI","no","NA","NA"
"Cryptic speciation in gentoo penguins is driven by geographic isolation and regional marine conditions: Unforeseen vulnerabilities to global change","10.1111/ddi.13072","Pertierra, LR; Segovia, NI; Noll, D; Martinez, PA; Pliscoff, P; Barbosa, A; Aragon, P; Rey, AR; Pistorius, P; Trathan, P; Polanowski, A; Bonadonna, F; Le Bohec, C; Bi, K; Wang-Claypool, CY; Gonzalez-Acuna, D; Dantas, GPM; Bowie, RCK; Poulin, E; Vianna, JA","Aim The conservation of biodiversity is hampered by data deficiencies, with many new species and subspecies awaiting description or reclassification. Population genomics and ecological niche modelling offer complementary new tools for uncovering functional units of phylogenetic diversity. We hypothesize that phylogenetically delineated lineages of gentoo penguins (Pygoscelis papua) distributed across Antarctica and sub-Antarctic Islands are subject to spatially explicit ecological conditions that have limited gene flow, facilitating genetic differentiation, and thereby speciation processes. Location Antarctica and sub-Antarctic area. Methods We identify divergent lineages for gentoo penguins using ddRAD-seq and mtDNA, and generated species distribution models (SDMs) based on terrestrial and marine parameters. Results Analyses of our genomic data supports the existence of four major lineages of gentoo penguin: (i) spanning the sub-Antarctic archipelagos north of the Antarctic Polar Front (APF); (ii) Kerguelen Island; (iii) South America; and (iv) across maritime Antarctic and the Scotia Arc archipelagos. The APF, a major current system around Antarctica, acts as the most important barrier separating regional sister lineages. Our ecological analyses spanning both the terrestrial (breeding sites) and marine (feeding sites) realms recover limited niche overlap among the major lineages of gentoo penguin. We observe this pattern to correspond more closely with regional differentiation of marine conditions than to terrestrial macroenvironmental features. Main conclusions Recognition of regional genetic lineages as discrete evolutionary entities that occupy distinct ecological niches and also differ morphologically should be considered a priority for conservation. Gentoo penguins provide a good example of how conservation policy can be directly impacted by new insights obtained through the integration of larger genomic datasets with novel approaches to ecological modelling. This is particularly pertinent to polar environments that are among the most rapidly changing environments on earth.",2020,"diversification; ecological niche overlap; gentoo penguin; subspecies","Article","ISI","no","NA","NA"
"East is East and West is West: Population genomics and hierarchical analyses reveal genetic structure and adaptation footprints in the keystone species Paracentrotus lividus (Echinoidea)","10.1111/ddi.13016","Carreras, C; Garcia-Cisneros, A; Wangensteen, OS; Ordonez, V; Palacin, C; Pascual, M; Turon, X","Aim The Atlanto-Mediterranean edible purple sea urchin, Paracentrotus lividus, is a commercially exploited keystone species in benthic communities. Its browsing activity can deeply modify the littoral landscape, and changes in its abundance are of major conservation concern. This species is facing nowadays contrasting anthropogenic pressures linked to predator release, exploitation and sea warming. Management of this key species requires knowledge of its genetic structure, connectivity and local adaptation. Our goal was to assess the current global status of the species under a genomic perspective. Location Atlanto-Mediterranean shores from Morocco and France to Turkey. Methods We used genotyping by sequencing (GBS) of 241 individuals belonging to 11 populations spanning the known range of distribution of the species. We obtained 3,348 loci for population genomics and outlier analyses. Results We identified significant genetic structure and a gradient matching the longitudinal position of the localities. A hierarchical analysis revealed two main clusters (Atlantic and Mediterranean) and subtler patterns of differentiation within them. Candidate markers for selection identified between and within these two main clusters were mostly different, likely indicating different selective pressures. Adaptation to maximum salinity and maximum temperature appeared as an important driver of the transition between Atlantic and Mediterranean basins. Other stressors, such as minimum temperature or range of temperature, seem to define the structuring within the Mediterranean. Main conclusions Our study shows the potential of hierarchical analyses on population genomics to detect fine-scale genetic structure and adaptation signatures in marine species with long dispersal capabilities. Although genetic interchange occurs widely in Paracentrotus lividus, the species is sensitive to dispersal barriers, displays isolation by distance and faces local selective pressures associated to environmental conditions, all of which can render it more vulnerable than previously thought.",2020,"benthic communities; engineer species; genotyping by sequencing; oceanographic discontinuities; outlier analysis; population genomics; sea urchin","Article","ISI","no","NA","NA"
"Genomic data support management of anadromous Arctic Char fisheries in Nunavik by highlighting neutral and putatively adaptive genetic variation","10.1111/eva.13248","Dallaire, X; Normandeau, E; Mainguy, J; Tremblay, JE; Bernatchez, L; Moore, JS","Distinguishing neutral and adaptive genetic variation is one of the main challenges in investigating processes shaping population structure in the wild, and landscape genomics can help identify signatures of adaptation to contrasting environments. Arctic Char (Salvelinus alpinus) is an anadromous salmonid and the most harvested fish species by Inuit people, including in Nunavik (Quebec, Canada), one of the most recently deglaciated regions in the world. Unlike many other anadromous salmonids, Arctic Char occupy coastal habitats near their natal rivers during their short marine phase restricted to the summer ice-free period. Our main objective was to document putatively neutral and adaptive genomic variation in anadromous Arctic Char populations from Nunavik and bordering regions to inform local fisheries management. We used genotyping by sequencing (GBS) to genotype 18,112 filtered single nucleotide polymorphisms (SNP) in 650 individuals from 23 sampling locations along >2000 km of coastline. Our results reveal a hierarchical genetic structure, whereby neighboring hydrographic systems harbor distinct populations grouped by major oceanographic basins: Hudson Bay, Hudson Strait, Ungava Bay, and Labrador Sea. We found genetic diversity and differentiation to be consistent both with the expected postglacial recolonization history and with patterns of isolation-by-distance reflecting contemporary gene flow. Results from three gene-environment association methods supported the hypothesis of local adaptation to both freshwater and marine environments (strongest associations with sea surface and air temperatures during summer and salinity). Our results support a fisheries management strategy at a regional scale, and other implications for hatchery projects and adaptation to climate change are discussed.",2021,"anadromous salmonid; arctic; local adaptation; marine ecosystems; population genomics","Article","ISI","no","NA","NA"
"Green, yellow or black? Genetic differentiation and adaptation signatures in a highly migratory marine turtle","10.1098/rspb.2021.0754","Alvarez-Varas, R; Rojas-Hernandez, N; Heidemeyer, M; Riginos, C; Benitez, HA; Araya-Donoso, R; Resendiz, E; Lara-Uc, M; Godoy, DA; Munoz-Perez, JP; Alarcon-Ruales, DE; Alfaro-Shigueto, J; Ortiz-Alvarez, C; Mangel, JC; Vianna, JA; Veliz, D","Marine species may exhibit genetic structure accompanied by phenotypic differentiation related to adaptation despite their high mobility. Two shape-based morphotypes have been identified for the green turtle (Chelonia mydas) in the Pacific Ocean: the south-central/western or yellow turtle and north-central/eastern or black turtle. The genetic differentiation between these morphotypes and the adaptation of the black turtle to environmentally contrasting conditions of the eastern Pacific region has remained a mystery for decades. Here we addressed both questions using a reduced-representation genome approach (Dartseq; 9473 neutral SNPs) and identifying candidate outlier loci (67 outlier SNPs) of biological relevance between shape-based morphotypes from eight Pacific foraging grounds (n = 158). Our results support genetic divergence between morphotypes, probably arising from strong natal homing behaviour. Genes and enriched biological functions linked to thermoregulation, hypoxia, melanism, morphogenesis, osmoregulation, diet and reproduction were found to be outliers for differentiation, providing evidence for adaptation of C. mydas to the eastern Pacific region and suggesting independent evolutionary trajectories of the shape-based morphotypes. Our findings support the evolutionary distinctness of the enigmatic black turtle and contribute to the adaptive research and conservation genomics of a long-lived and highly mobile vertebrate.",2021,"chelonia mydas; genetic structure; candidate genes; melanism; eastern pacific; conservation genomics","Article","ISI","no","NA","NA"
"Whole genome genotyping reveals discrete genetic diversity in north-east Atlantic maerl beds","10.1111/eva.13219","Jenkins, TL; Guillemin, ML; Simon-Nutbrown, C; Burdett, HL; Stevens, JR; Pena, V","Maerl beds are vital habitats for a diverse array of marine species across trophic levels, but they are increasingly threatened by human activities and climate change. Furthermore, little is known about the genetic diversity of maerl-forming species and the population structure of maerl beds, both of which are important for understanding the ability of these species to adapt to changing environments and for informing marine reserve planning. In this study, we used a whole genome genotyping approach to explore the population genomics of Phymatolithon calcareum, a maerl-forming red algal species, whose geographical distribution spans the north-east Atlantic, from Norway to Portugal. Our results, using 14,150 genome-wide SNPs (single nucleotide polymorphisms), showed that P. calcareum maerl beds across the north-east Atlantic are generally structured geographically, a pattern likely explained by low dispersal potential and limited connectivity between regions. Additionally, we found that P. calcareum from the Fal Estuary, south-west England, is genetically distinct from all other P. calcareum sampled, even from The Manacles, a site located only 13 km away. Further analysis revealed that this finding is not the result of introgression from two closely related species, Phymatolithon purpureum or Lithothamnion corallioides. Instead, this unique diversity may have been shaped over time by geographical isolation of the Fal Estuary maerl bed and a lack of gene flow with other P. calcareum populations. The genomic data presented in this study suggest that P. calcareum genetic diversity has accumulated over large temporal and spatial scales, the preservation of which will be important for maximizing the resilience of this species to changes in climate and the environment. Moreover, our findings underline the importance of managing the conservation of maerl beds across western Europe as distinct units, at a site-by-site level.",2021,"conservation management; coralline algae; maerl; mitogenome; plastome; population genetic structure; rhodolith; single nucleotide polymorphism","Article","ISI","no","NA","NA"
"Genome-wide analysis of natural and restored eastern oyster populations reveals local adaptation and positive impacts of planting frequency and broodstock number","10.1111/eva.13322","Hornick, KM; Plough, LV","The release of captive-bred plants and animals has increased worldwide to augment declining species. However, insufficient attention has been given to understanding how neutral and adaptive genetic variation are partitioned within and among proximal natural populations, and the patterns and drivers of gene flow over small spatial scales, which can be important for restoration success. A seascape genomics approach was used to investigate population structure, local adaptation, and the extent to which environmental gradients influence genetic variation among natural and restored populations of Chesapeake Bay eastern oysters Crassostrea virginica. We also investigated the impact of hatchery practices on neutral genetic diversity of restored reefs and quantified the broader genetic impacts of large-scale hatchery-based bivalve restoration. Restored reefs showed similar levels of diversity as natural reefs, and striking relationships were found between planting frequency and broodstock numbers and genetic diversity metrics (effective population size and relatedness), suggesting that hatchery practices can have a major impact on diversity. Despite long-term restoration activities, haphazard historical translocations, and high dispersal potential of larvae that could homogenize allele frequencies among populations, moderate neutral population genetic structure was uncovered. Moreover, environmental factors, namely salinity, pH, and temperature, play a major role in the distribution of neutral and adaptive genetic variation. For marine invertebrates in heterogeneous seascapes, collecting broodstock from large populations experiencing similar environments to candidate sites may provide the most appropriate sources for restoration and ensure population resilience in the face of rapid environmental change. This is one of a few studies to demonstrate empirically that hatchery practices have a major impact on the retention of genetic diversity. Overall, these results contribute to the growing body of evidence for fine-scale genetic structure and local adaptation in broadcast-spawning marine species and provide novel information for the management of an important fisheries resource.",2022,"aquaculture; genomics; hatchery; local adaptation; oyster; radseq; restoration","Article","ISI","no","NA","NA"
