"Title","DOI","Authors","Abstract","Year","Keywords","Type","database"
"Patterns of genomic differentiation between two Lake Victoria cichlid species, Haplochromis pyrrhocephalus and H. sp. ‘macula’","10.1186/s12862-019-1387-2","Takuno S., Miyagi R., Onami J.-I., Takahashi-Kariyazono S., Sato A., Tichy H., Nikaido M., Aibara M., Mizoiri S., Mrosso H.D.J., Mzighani S.I., Okada N., Terai Y.","Background: The molecular basis of the incipient stage of speciation is still poorly understood. Cichlid fish species in Lake Victoria are a prime example of recent speciation events and a suitable system to study the adaptation and reproductive isolation of species. Results: Here, we report the pattern of genomic differentiation between two Lake Victoria cichlid species collected in sympatry, Haplochromis pyrrhocephalus and H. sp. ‘macula,’ based on the pooled genome sequences of 20 individuals of each species. Despite their ecological differences, population genomics analyses demonstrate that the two species are very close to a single panmictic population due to extensive gene flow. However, we identified 21 highly differentiated short genomic regions with fixed nucleotide differences. At least 15 of these regions contained genes with predicted roles in adaptation and reproductive isolation, such as visual adaptation, circadian clock, developmental processes, adaptation to hypoxia, and sexual selection. The nonsynonymous fixed differences in one of these genes, LWS, were reported as substitutions causing shift in absorption spectra of LWS pigments. Fixed differences were found in the promoter regions of four other differentially expressed genes, indicating that these substitutions may alter gene expression levels. Conclusions: These diverged short genomic regions may have contributed to the differentiation of two ecologically different species. Moreover, the origins of adaptive variants within the differentiated regions predate the geological formation of Lake Victoria; thus Lake Victoria cichlid species diversified via selection on standing genetic variation. © 2019 The Author(s).",2019,"adaptation; cichlids; genomic islands of speciation; population genomics; speciation","Article","SCOPUS"
"Barriers and enablers of local adaptive measures: a case study of Bengaluru’s informal settlement dwellers","10.1080/13549839.2018.1555578","Deshpande T., Michael K., Bhaskara K.","Cities, with their increasing populations, are host to a range of issues including non-climatic factors due to the prevailing development paradigm, discriminatory urbanisation patterns, and weak governance structures. Climate change poses an additional challenge and exacerbates existing vulnerabilities affecting cities and its people, especially the urban poor. This paper highlights the barriers and enablers to climate change-related adaptation experienced in some of Bengaluru’s informal settlements. The barriers described in the paper include economic, social, governance and information related issues that impede local actions and increase vulnerabilities. Enabling factors such as improving social and human capital, gaining formal recognition and most importantly support from agencies (e.g. local government, civil societies, and community leaders), help overcome some of the barriers or challenges. Hence, local level adaptation measures mainstreamed with local developmental agendas help address some of the structural causes of vulnerability. Contextual policies and interventions can facilitate successful local level adaptation measures. © 2018, © 2018 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2019,"adaptation; barriers; cities; enablers; informal settlements","Article","SCOPUS"
"The role of structural genomic variants in population differentiation and ecotype formation in Timema cristinae walking sticks","10.1111/mec.15016","Lucek K., Gompert Z., Nosil P.","Theory predicts that structural genomic variants such as inversions can promote adaptive diversification and speciation. Despite increasing empirical evidence that adaptive divergence can be triggered by one or a few large inversions, the degree to which widespread genomic regions under divergent selection are associated with structural variants remains unclear. Here we test for an association between structural variants and genomic regions that underlie parallel host-plant-associated ecotype formation in Timema cristinae stick insects. Using mate-pair resequencing of 20 new whole genomes we find that moderately sized structural variants such as inversions, deletions and duplications are widespread across the genome, being retained as standing variation within and among populations. Using 160 previously published, standard-orientation whole genome sequences we find little to no evidence that the DNA sequences within inversions exhibit accentuated differentiation between ecotypes. In contrast, a formerly described large region of reduced recombination that harbours genes controlling colour-pattern exhibits evidence for accentuated differentiation between ecotypes, which is consistent with differences in the frequency of colour-pattern morphs between host-associated ecotypes. Our results suggest that some types of structural variants (e.g., large inversions) are more likely to underlie adaptive divergence than others, and that structural variants are not required for subtle yet genome-wide genetic differentiation with gene flow. © 2019 John Wiley & Sons Ltd",2019,"adaptation; ecological genetics; insects; population genetics - empirical","Article","SCOPUS"
"Sex and mitonuclear adaptation in experimental caenorhabditis elegans populations","10.1534/genetics.119.301935","Wernick R.I., Christy S.F., Howe D.K., Sullins J.A., Ramirez J.F., Sare M., Penley M.J., Morran L.T., Denver D.R., Estes S.","To reveal phenotypic and functional genomic patterns of mitonuclear adaptation, a laboratory adaptation study with Caenorhabditis elegans nematodes was conducted in which independently evolving lines were initiated from a low-fitness mitochondrial electron transport chain (ETC) mutant, gas-1. Following 60 generations of evolution in large population sizes with competition for food resources, two distinct classes of lines representing different degrees of adaptive response emerged: a low-fitness class that exhibited minimal or no improvement compared to the gas-1 mutant ancestor, and a high-fitness class containing lines that exhibited partial recovery of wild-type fitness. Many lines that achieved higher reproductive and competitive fitness levels were also noted to evolve high frequencies of males during the experiment, consistent with adaptation in these lines having been facilitated by outcrossing. Whole-genome sequencing and analysis revealed an enrichment of mutations in loci that occur in a gas-1-centric region of the C. elegans interactome and could be classified into a small number of functional genomic categories. A highly nonrandom pattern of mitochondrial DNA mutation was observed within high-fitness gas-1 lines, with parallel fixations of nonsynonymous base substitutions within genes encoding NADH dehydrogenase subunits I and VI. These mitochondrial gene products reside within ETC complex I alongside the nuclear-encoded GAS-1 protein, suggesting that rapid adaptation of select gas-1 recovery lines was driven by fixation of compensatory mitochondrial mutations. © 2019 by the Genetics Society of America.",2019,"compensatory mutation; cytonuclear coevolution; epistasis; heteroplasmy; outcrossing; parallel evolution","Article","SCOPUS"
"Indirect interactions shape selection in a multispecies food web","10.1086/701785","Start D., Weis A.E., Gilbert B.","Species do not live, interact, or evolve in isolation but are instead members of complex ecological communities. In ecological terms, complex multispecies interactions can be understood by considering indirect effects that are mediated by changes in traits and abundances of intermediate species. Interestingly, traits and abundances are also central to our understanding of phenotypic selection, suggesting that indirect effects may be extended to understand evolution in complex communities. Here we explore indirect ecological effects and their evolutionary corollary in a well-understood food web comprising a plant, its herbivores, and enemies that select for opposite defensive phenotypes in one of the herbivores. We show that ecological indirect interactions are mediated by changes to both the traits and the abundances of intermediate species and that these changes ultimately reduce enemy attack and weaken selection. We discuss the generality of the link between indirect effects and selection. We go on to argue that local adaptation and eco-evolutionary feedback may be less likely in complex multispecies food webs than in simpler food chains (e.g., coevolution). Overall, considering selection in complex interaction networks can facilitate the rapprochement of community ecology and evolution. © 2019 by The University of Chicago.",2019,"diffuse coevolution; eco-evo; eurosta; goldenrod; plant-animal; trophic","Article","SCOPUS"
"Chromosomal fusion and life history-associated genomic variation contribute to within-river local adaptation of Atlantic salmon","10.1111/mec.14965","Wellband K., Mérot C., Linnansaari T., Elliott J.A.K., Curry R.A., Bernatchez L.","Chromosomal inversions have been implicated in facilitating adaptation in the face of high levels of gene flow, but whether chromosomal fusions also have similar potential remains poorly understood. Atlantic salmon are usually characterized by population structure at multiple spatial scales; however, this is not the case for tributaries of the Miramichi River in North America. To resolve genetic relationships between populations in this system and the potential for known chromosomal fusions to contribute to adaptation, we genotyped 728 juvenile salmon using a 50 K SNP array. Consistent with previous work, we report extremely weak overall population structuring (Global F ST  = 0.004) and failed to support hierarchical structure between the river's two main branches. We provide the first genomic characterization of a previously described polymorphic fusion between chromosomes 8 and 29. Fusion genomic characteristics included high LD, reduced heterozygosity in the fused homokaryotes, and strong divergence between the fused and the unfused rearrangement. Population structure based on fusion karyotype was five times stronger than neutral variation (F ST  = 0.019), and the frequency of the fusion was associated with summer precipitation supporting a hypothesis that this rearrangement may contribute local adaptation despite weak neutral differentiation. Additionally, both outlier variation among populations and a polygenic framework for characterizing adaptive variation in relation to climate identified a 250-Kb region of chromosome 9, including the gene six6 that has previously been linked to age-at-maturity and run-timing for this species. Overall, our results indicate that adaptive processes, independent of major river branching, are more important than neutral processes for structuring these populations. © 2018 John Wiley & Sons Ltd",2019,"atlantic salmon; chromosomal fusion; local adaptation; six6; structural variation","Article","SCOPUS"
"Revisiting Amazonian water types: experimental evidence highlights the importance of forest stream hydrochemistry in shaping adaptation in a fish species","10.1007/s10750-018-3860-0","Stefanelli-Silva G., Zuanon J., Pires T.","Following Alfred Russel Wallace, Amazonian freshwaters are classified into three types: black, white, and clear. Such waters have been demonstrated to affect adaptation and gene flow of the aquatic fauna. However, this classification focuses on large rivers and fails to acknowledge the importance of small forest streams that flow through upland terra firme forests, known as igarapés. Igarapés are surrounded by a distinct floristic composition when compared to the floodplains and contribute with a much greater water load to the Amazon basin than the Amazon River itself. We assessed the importance of blackwater, whitewater, and igarapé water on spawning and habitat choice in Crenuchus spilurus, a small fish composed of distinct genetic lineages that occur in igarapés flowing to blackwater and whitewater systems. Lineages from igarapés connected to the Rio Negro (blackwater) and Amazon River (whitewater) basins have greater spawning success in igarapé water than in the water from their surrounding floodplain. Habitat choice trials showed active selection of igarapé water by both lineages. Our results indicate that the hydrochemical condition of igarapés shapes adaptation in the physiology and behavior of C. spilurus. We suggest expanding upon the current classification to include igarapés as a distinct water type and environment. © 2019, Springer Nature Switzerland AG.",2019,"choice experiments; habitat type; igarapé; reproductive isolation","Article","SCOPUS"
"Tipping the scales: The migration-selection balance leans toward selection in snake venoms","10.1093/molbev/msy207","Margres M.J., Patton A., Wray K.P., Hassinger A.T.B., Ward M.J., Lemmon E.M., Lemmon A.R., Rokyta D.R.","The migration-selection interaction is the strongest determinant of whether a beneficial allele increases in frequency within a population. Results of empirical studies examining the role of gene flow in an adaptive context, however, have largely been equivocal, with examples of opposing outcomes being repeatedly documented (e.g., local adaptation with high levels of gene flow vs. gene swamping). We compared neutral genomic and venom expression divergence for three sympatric pit vipers with differing ecologies to determine if and how migration-selection disequilibria result in local adaptation. We specifically tested whether neutral differentiation predicted phenotypic differentiation within an isolation-by-distance framework. The decoupling of neutral and phenotypic differentiation would indicate selection led to adaptive divergence irrespective of migration, whereas a significant relationship between neutral and venom expression differentiation would provide evidence in favor of the constraining force of gene flow. Neutral differentiation and geographic distance predicted phenotypic differentiation only in the generalist species, indicating that selection was the predominant mechanism in the migration-selection balance underlying adaptive venom evolution in both specialists. Dispersal is thought to be a stronger influence on genetic differentiation than specialization, but our results suggest the opposite. Greater specialization may lead to greater diversification rates, and extreme spatial and temporal variation in selective pressures can favor generalist phenotypes evolving under strong stabilizing selection. Our results are consistent with these expectations, suggesting that the equivocal findings of studies examining the role of gene flow in an adaptive context may be explained by ecological specialization theory. © The Author(s) 2018. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution. All rights reserved.",2019,"adaptation; ecology; expression; migration; venoms","Article","SCOPUS"
"Population genomics reveals possible genetic evidence for parallel evolution of sebastiscus marmoratus in the northwestern pacific ocean","10.1098/rsob190028","Xu S., Yanagimoto T., Song N., Cai S., Gao T., Zhang X.","Understanding patterns of population diversity and structuring among marine populations isof great importance forevolutionary biology, and can also directly inform fisheries management and conservation. In this study, genotyping-bysequencing was used to assess population genetic diversity and connectivity of Sebastiscus marmoratus. Based on 130 individuals sampled from 10 locations in the northwestern Pacific Ocean, we identified and genotyped 17 653 singlenucleotide polymorphisms. The patterns of genetic diversity and population differentiation suggested that the Okinawa Trough might be the ancestral centre of S. marmoratus after the Last Glacial Maximum. A shallow genetic structure was observed among sampled populations based on the implemented structuring approaches. Surprisingly, we detected genetic homogeneity in two population pairs (i.e. Xiamen-Niigata and Zhuhai-Iki Island), in which populations have large geographical and latitudinal intervals. Population structure and allelefrequency distributionbased onoutlier loci also mirroredthe observed genetic homogeneity in the above-mentioned population pairs. Integrated with biological, environmental and genomic data, our results provide possible genetic evidence for parallel evolution. Our study also provides new perspectives on the population structure of S. marmoratus, which could have important implications for sound management and conservation of this fishery species. 2019 The Authors. © 2019 Royal Society Publishing. All rights reserved.",2019,"local adaptation; marine fish; parallel evolution; population structure","Article","SCOPUS"
"A genome-wide search for local adaptation in a terrestrial-breeding frog reveals vulnerability to climate change","10.1111/gcb.14703","Cummins D., Kennington W.J., Rudin-Bitterli T., Mitchell N.J.","Terrestrial-breeding amphibians are likely to be vulnerable to warming and drying climates, as their embryos require consistent moisture for successful development. Adaptation to environmental change will depend on sufficient genetic variation existing within or between connected populations. Here, we use Single Nucleotide Polymorphism (SNP) data to investigate genome-wide patterns in genetic diversity, gene flow and local adaptation in a terrestrial-breeding frog (Pseudophryne guentheri) subject to a rapidly drying climate and recent habitat fragmentation. The species was sampled across 12 central and range-edge populations (192 samples), and strong genetic structure was apparent, as were high inbreeding coefficients. Populations showed differences in genetic diversity, and one population lost significant genetic diversity in a decade. More than 500 SNP loci were putatively under directional selection, and 413 of these loci were correlated with environmental variables such as temperature, rainfall, evaporation and soil moisture. One locus showed homology to a gene involved in the activation of maturation in Xenopus oocytes, which may facilitate rapid development of embryos in drier climates. The low genetic diversity, strong population structuring and presence of local adaptation revealed in this study shows why management strategies such as targeted gene flow may be necessary to assist isolated populations to adapt to future climates. © 2019 John Wiley & Sons Ltd",2019,"amphibian; climate change; genetic diversity; genome-wide; local adaptation; pseudophryne guentheri; snp","Article","SCOPUS"
"Ecological factors and morphological traits are associated with repeated genomic differentiation between lake and stream stickleback","10.1098/rstb.2018.0241","Rennison D.J., Stuart Y.E., Bolnick D.I., Peichel C.L.","The repeated evolution of similar phenotypes in independent populations (i.e. parallel or convergent evolution) provides an opportunity to identify genetic and ecological factors that influence the process of adaptation. Three-spine stickleback fish (Gasterosteus aculeatus) are an excellent model for such studies, as they have repeatedly adapted to divergent habitats across the Northern hemisphere. Here, we use genomic, ecological and morphological data from 16 independent pairs of stickleback populations adapted to divergent lake and stream habitats. We combine a population genomic approach to identify regions of the genome that are likely under selection in these divergent habitats with an association mapping approach to identify regions of the genome that underlie variation in ecological factors and morphological traits. Over 37% of genomic windows are repeatedly differentiated across lake-stream pairs. Similarly, many genomic windows are associated with variation in abiotic factors, diet items and morphological phenotypes. Both the highly differentiated windows and candidate trait windows are non-randomly distributed across the genome and show some overlap. However, the overlap is not significant on a genome-wide scale. Together, our data suggest that adaptation to divergent food resources and predation regimes are drivers of differentiation in lake-stream stickleback, but that additional ecological factors are also important. This article is part of the theme issue 'Convergent evolution in the genomics era: new insights and directions'. © 2019 The Authors. Published by the Royal Society under the terms of the Creative Commons Attribution License",2019,"adaptation; association mapping; convergent evolution; parallel evolution; population genomics","Article","SCOPUS"
"Variation in the venom of parasitic wasps, drift, or selection? Insights from a multivariate QST analysis","10.3389/fevo.2019.156","Mathé-Hubert H., Kremmer L., Colinet D., Gatti J.-L., Van Baaren J., Delava É., Poirié M.","Differentiation of traits among populations can evolve by drift when gene flow is low relative to drift or selection when there are different local optima in each population (heterogeneous selection), whereas homogeneous selection tends to prevent evolution of such a differentiation. Analyses of geographical variations in venom composition have been done in several taxa such as wasps, spiders, scorpions, cone snails and snakes, but surprisingly never in parasitoid wasps, although their venom should constrain their ability to succeed on locally available hosts. Such a study is now facilitated by the development of an accurate method (quantitative digital analysis) that allows analyzing the quantitative variation of large sets of proteins from several individuals. This method was used here to analyse the venom-based differentiation of four samples of Leptopilina boulardi and five samples of L. heterotoma from populations along a 300 km long south-north gradient in the Rhône-Saône valley (South-East of France). A major result is that the composition of the venom allows to differentiate the populations studied even when separated by few kilometers. We further analyzed these differentiations on the populations (reared under similar conditions to exclude environmental variance) with a QST analysis which compared the variance of a quantitative trait (Q) among the subpopulations (S) to the total variance (T). We also used random forest clustering analyses to detect the venom components the most likely to be adapted locally. The signature of the natural selection was strong for L. heterotoma and L. boulardi. For the latter, the comparison with the differentiation observed at some neutral markers revealed that differentiation was partly due to some local adaptation. The combination of methods used here appears to be a powerful framework for population proteomics and for the study of eco-evolutionary feedbacks between proteomic level and population and ecosystem levels. This is of interest not only for studying field evolution at an intermediate level between the genome and phenotypes, or for understanding the role of evolution in chemical ecology, but also for more applied issues in biological control. © 2019 Mathé-Hubert, Kremmer, Colinet, Gatti, Van Baaren, Delava and Poirié.",2019,"adaptive divergence; antagonistic coevolution; drosophila; individual 1d sds-page; leptopilina wasps; local adaptation; multivariate qst; population proteomics","Article","SCOPUS"
"Cyclically parthenogenetic rotifers and the theories of population and evolutionary ecology [Los rotíferos partenogenéticos cíclicos y las teorías de ecologyía de poblaciones y evolutiva]","10.23818/limn.38.13","Serra M., García-Roger E.M., Ortells R., Carmona M.J.","Cyclically parthenogenetic rotifers are facultative sexual aquatic microinvertebrates that live in continental and coastal waters and attracted the scientific interest of Professor M. R. Miracle. Some of her early studies anticipated the use of these rotifers as model organisms to test hypotheses in population and evolutionary ecology. This short review is aimed to stress the research she initiated at the University of Valencia. With this aim in mind, we enumerate and comment on (1) the biological and ecological features of rotifers that make them remarkable model organisms and (2) the research fields influenced by rotifer population biology. Among the latter, we selected some topics in order to illustrate how rotifer studies have contributed to our knowledge: phenotypic plasticity, competition and coexistence among cryptic species, the evolution of sex and complex life cycles, and aging. We deeply review studies on rotifer ecological genetics and evolutionary ecology with an emphasis on population studies conducted in eastern Spain and fostered by Professor Miracle. We conclude that rotifer populations harbor high local genetic diversity, with the occurrence of clonal selection during the planktonic growing season. Moreover, studies show that they have high population differentiation, which holds signatures of historical events (e.g., glacial refugia and posterior range expansion). Additionally, differential local adaptation occurs even among neighboring populations. Two remarkable conclusions are that (1) population differentiation in rotifers is most likely due to persistent founder effects rather than to “isolation by adaptation” and (2) rotifer populations can differentially adapt to the levels of environmental uncertainty in their respective localities. This occurs by adjusting the timing of sex and initiating sex and diapausing egg production earlier when populations inhabit localities with higher uncertainty. Related to environmental uncertainty but also to other environmental features (novel environments where recombination is needed to fuel natural selection, nutrient availability, etc.), experimental evolution studies have found that laboratory populations evolve quickly, allowing them to become easily adapted to new conditions. We suggest that rotifers should be used in the close future to address additional central hypotheses in evolutionary ecology as a result of the feasibility of experimental evolution and resurrection ecology on one hand and “omics” tools on the other hand. As specific topics for future research, we highlight the evolution of sex, speciation, eco-evolutionary dynamics and the regulation of complex life cycles in relation to environmental cues. © Asociación Ibérica de Limnología, Madrid. Spain.",2019,"competitor coexistence; cryptic species; cyclical parthenogenesis; local adaptation; m.r; miracle; population differentiation; sexual reproduction; zooplankton","Article","SCOPUS"
"Genomic analysis reveals multiple mismatches between biological and management units in yellowfin tuna (Thunnus albacares)","10.1093/icesjms/fsy102","Mullins R.B., McKeown N.J., Sauer W.H.H., Shaw P.W., Grant W.S.","The South African (SAF) yellowfin tuna (Thunnus albacares) fishery represents a potential example of misalignment between management units and biological processes. The SAF fishery spans an operational stock with a boundary at 20°E, either side of which fish are considered part of Atlantic or Indian Ocean regional stocks. However, the actual recruitment of fish from Atlantic and Indian Ocean spawning populations into SAF waters is unknown. To address this knowledge gap, genomic analysis (11 101 SNPs) was performed on samples from Atlantic and Indian Ocean spawning sites, including SAF sites spanning the current stock boundary. Outlier loci conferred high discriminatory power to assignment tests and revealed that all SAF fish were assigned to the Indian Ocean population and that no Atlantic Ocean fish appeared in the SAF samples. Additionally, several Indian Ocean migrants were detected at the Atlantic spawning site demonstrating asymmetric dispersal and the occurrence of a mixed-stock fishery in Atlantic waters. This study highlights both the spatial inaccuracy of current stock designations and a misunderstanding of interactions between the underlying biological units, which must be addressed in light of local and global declines of the species. Specifically, the entire SAF fishery must be managed as part of the Indian Ocean stock. © 2018 International Council for the Exploration of the Sea.",2018,"adaptation; assignment; conservation; dispersal; genetic differentiation; stock; sustainability","Article","SCOPUS"
"Genetic structure and demographic connectivity of marbled flounder (Pseudopleuronectes yokohamae) populations of Tokyo Bay","10.1016/j.seares.2018.09.019","Sato M., Kitanishi S., Ishii M., Hamaguchi M., Kikuchi K., Hori M.","Marine populations are generally well connected through larval exchange, and juvenile and adult migration. Genetic differentiation and/or local adaptation among populations are sometimes observed at small spatial scales. The marbled flounder (Pseudopleuronectes yokohamae) is a commercially important coastal species in Tokyo Bay, Central Japan, exhibiting different spawning phenology at a small scale. Using 30 highly polymorphic microsatellite loci, including the 16 new microsatellite loci developed in the present study, we estimated the genetic structure and demographic connectivity of specimens collected along Tokyo Bay in 2012–2013 and 2015–2016. F-statistics indicated a genetic differentiation between adult populations collected within and outside Tokyo Bay during both collection periods, but almost no difference was detected between the populations from the inner and outer parts of Tokyo Bay. Assignment tests directly estimated demographic connectivity between the inner and outer bays via larval dispersal and juvenile and adult migration. The average movement distance of marbled flounder was 13.1–29.6 km, with a maximum distance of 42.8–54.0 km. This movement distance contributed to the strong demographic connectivity between the inner and outer bays. Meanwhile, an indirect method using the isolation by distance (IBD) theory underestimated the average movement distance (5.0–7.8 km) because the isolated setting of Tokyo Bay resulted in a higher IBD slope. Based on the results of F-statistics and assignment tests, we suggest that a multilayered management by local and regional organizations may benefit the fishery in Tokyo Bay. © 2018 Elsevier B.V.",2018,"assignment test; flatfish; isolation by distance; larval dispersal; migration; movement distance","Article","SCOPUS"
"Population genomics of Fundulus grandis exposed to oil from Deepwater Horizon","10.1016/j.jembe.2018.09.003","Schaefer J., Kreiser B., Flanagan S.","The April 2010 Deepwater Horizon (DWH) oil spill released over 4 million barrels of oil into northern Gulf of Mexico ecosystems. Due to the magnitude of the spill and observed effects from previous spills, the ecological impacts were predicted to be catastrophic. While negative effects of petroleum hydrocarbon exposure to fish have been documented at the organismal scale, most studies of fish assemblages have noted few, if any, DWH impacts. Our understanding of DWH effects is therefore limited by a disconnect in results reported at different organizational levels. We used population genomic tools to test hypotheses about population-level DWH impacts to Gulf Killifish (Fundulus grandis) in coastal Mississippi. Fundulus grandis is one of the most abundant marsh species in the northern Gulf of Mexico, and along with the sister species F. heteroclitus, has served as a model for toxicology research. We collected genotyping by sequencing data from four populations of F. grandis (two oiled and two not) to test predictions about DWH-related gene flow, demographics, genetic diversity and evidence of selection. Mississippi populations of F. grandis showed clear genetic structure, but there were few indicators (e.g. reduced genetic diversity, lower Ne estimates) consistent with large-scale mortality or migration related to DWH oil. Only one estimate of effective population size was reduced in oil-exposed populations and of the twenty outlier loci only two were in regions with potential adaptive significance (i.e., immune functions). While the toxic effects of oil on F. grandis at the organismal level is well established, the minimal impacts we detected to populations along the Mississippi coast likely reflects the complexity of the northern Gulf of Mexico and DWH oil spill. However, we do recognize that the patchiness of oil exposure and low genome coverage of the data limit our ability to conclude there were no DWH effects on these populations. © 2018",2018,"demographics; fish; gulf of mexico; outlier loci analysis; population structure","Article","SCOPUS"
"Genomics and conservation units: The genetic basis of adult migration timing in Pacific salmonids","10.1111/eva.12687","Waples R.S., Lindley S.T.","It is now routinely possible to generate genomics-scale datasets for nonmodel species; however, many questions remain about how best to use these data for conservation and management. Some recent genomics studies of anadromous Pacific salmonids have reported a strong association between alleles at one or a very few genes and a key life history trait (adult migration timing) that has played an important role in defining conservation units. Publication of these results has already spurred a legal challenge to the existing framework for managing these species, which was developed under the paradigm that most phenotypic traits are controlled by many genes of small effect, and that parallel evolution of life history traits is common. But what if a key life history trait can only be expressed if a specific allele is present? Does the current framework need to be modified to account for the new genomics results, as some now propose? Although this real-world example focuses on Pacific salmonids, the issues regarding how genomics can inform us about the genetic basis of phenotypic traits, and what that means for applied conservation, are much more general. In this perspective, we consider these issues and outline a general process that can be used to help generate the types of additional information that would be needed to make informed decisions about the adequacy of existing conservation and management frameworks. Published 2018. This article is a U.S. Government work and is in the public domain in the USA. Evolutionary Applications published by John Wiley & Sons Ltd",2018,"adaptation; conservation genetics; fisheries management; genomics; life history evolution; natural selection; population genetics","Article","SCOPUS"
"Local prey community composition and genetic distance predict venom divergence among populations of the northern Pacific rattlesnake (Crotalus oreganus)","10.1111/jeb.13347","Holding M.L., Margres M.J., Rokyta D.R., Gibbs H.L.","Identifying the environmental correlates of divergence in functional traits between populations can provide insights into the evolutionary mechanisms that generate local adaptation. Here, we assess patterns of population differentiation in expressed venom proteins in Northern Pacific rattlesnakes (Crotalus oreganus) from 13 locations across California. We evaluate the relative importance of major biotic (prey species community composition), abiotic (temperature, precipitation and elevation) and genetic factors (genetic distance based on RAD-seq loci) as correlates of population divergence in venom phenotypes. We found that over half of the variation in venom composition is associated with among-population differentiation for genetic and environmental variables and that this variation occurred along axes defining previously observed functional trade-offs between venom proteins that have neurotoxic, myotoxic and hemorrhagic effects. Surprisingly, genetic differentiation among populations was the best predictor of venom divergence, accounting for 46% of overall variation, whereas differences in prey community composition and abiotic factors explained smaller amounts of variation (23% and 19%, respectively). The association between genetic differentiation and venom composition could be due to an isolation-by-distance effect or, more likely, an isolation-by-environment effect where selection against recent migrants is strong, producing a correlation between neutral genetic differentiation and venom differentiation. Our findings suggest that even coarse estimates of prey community composition can be useful in understanding the selection pressures acting on patterns of venom protein expression. Additionally, our results suggest that factors other than adaptation to spatial variation in prey need to be considered when explaining population divergence in venom. © 2018 European Society For Evolutionary Biology. Journal of Evolutionary Biology © 2018 European Society For Evolutionary Biology",2018,"local adaptation; prey community; rad-seq; rattlesnake; venom","Article","SCOPUS"
"Genome-wide SNP analyses reveal high gene flow and signatures of local adaptation among the scalloped spiny lobster (Panulirus homarus) along the Omani coastline","10.1186/s12864-018-5044-8","Al-Breiki R.D., Kjeldsen S.R., Afzal H., Al Hinai M.S., Zenger K.R., Jerry D.R., Al-Abri M.A., Delghandi M.","Background: The scalloped spiny lobster (Panulirus homarus) is a popular seafood commodity worldwide and an important export item from Oman. Annual catches in commercial fisheries are in serious decline, which has resulted in calls for the development of an integrated stock management approach. In Oman, the scalloped spiny lobster is currently treated as a single management unit (MU) or stock and there is an absence of information on the genetic population structure of the species that can inform management decisions, particularly at a fine-scale level. This work is the first to identify genome-wide single nucleotide polymorphisms (SNPs) for P. homarus using Diversity Arrays Technology sequencing (DArT-seq) and to elucidate any stock structure in the species. Results: After stringent filtering, 7988 high utility SNPs were discovered and used to assess the genetic diversity, connectivity and structure of P. homarus populations from Al Ashkharah, Masirah Island, Duqm, Ras Madrakah, Haitam, Ashuwaymiyah, Mirbat and Dhalkut landing sites. Pairwise F ST estimates revealed low differentiation among populations (pairwise F ST range = - 0.0008 - 0.0021). Analysis of genetic variation using putatively directional F ST outliers (504 SNPs) revealed higher and significant pairwise differentiation (p &lt; 0.01) for all locations, with Ashuwaymiyah being the most diverged population (Ashuwaymiyah pairwise F ST range = 0.0288-0.0736). Analysis of population structure using Discriminant Analysis of Principal Components (DAPC) revealed a broad admixture among P. homarus, however, Ashuwaymiyah stock appeared to be potentially under local adaptive pressures. Fine scale analysis using Netview R provided further support for the general admixture of P. homarus. Conclusions: Findings here suggested that stocks of P. homarus along the Omani coastline are admixed. Yet, fishery managers need to treat the lobster stock from Ashuwaymiyah with caution as it might be subject to local adaptive pressures. We emphasize further study with larger number of samples to confirm the genetic status of the Ashuwaymiyah stock. The approach utilised in this study has high transferability in conservation and management of other marine stocks with similar biological and ecological attributes. © 2018 The Author(s).",2018,"f st outliers; management unit; population genetic structure; scalloped spiny lobster; snp","Article","SCOPUS"
"Selection at a genomic region of major effect is responsible for evolution of complex life histories in anadromous steelhead 06 Biological Sciences 0604 Genetics","10.1186/s12862-018-1255-5","Micheletti S.J., Hess J.E., Zendt J.S., Narum S.R.","Background: Disparity in the timing of biological events occurs across a variety of systems, yet the understanding of genetic basis underlying diverse phenologies remains limited. Variation in maturation timing occurs in steelhead trout, which has been associated with greb1L, an oestrogen target gene. Previous techniques that identified this gene only accounted for about 0.5-2.0% of the genome and solely investigated coastal populations, leaving uncertainty on the genetic basis of this trait and its prevalence across a larger geographic scale. Results: We used a three-tiered approach to interrogate the genomic basis of complex phenology in anadromous steelhead. First, fine scale mapping with 5.3 million SNPs from resequencing data covering 68% of the genome confirmed a 309-kb region consisting of four genes on chromosome 28, including greb1L, to be the genomic region of major effect for maturation timing. Second, broad-scale characterization of candidate greb1L genotypes across 59 populations revealed unexpected patterns in maturation phenology for inland fish migrating long distances relative to those in coastal streams. Finally, genotypes from 890 PIT-tag tracked steelhead determined associations with early versus late arrival to spawning grounds that were previously unknown. Conclusions: This study clarifies the genetic bases for disparity in phenology observed in steelhead, determining an unanticipated trait association with premature versus mature arrival to spawning grounds and identifying multiple candidate genes potentially contributing to this variation from a single genomic region of major effect. This illustrates how dense genome mapping and detailed phenotypic characterization can clarify genotype to phenotype associations across geographic ranges of species. © 2018 The Author(s).",2018,"adaptation; genome evolution; greb1l; migration; oncorhynchus; pooled sequencing; sexual maturation","Article","SCOPUS"
